Gene	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	control_11	control_12	control_13	control_14	control_15	control_16	control_17	control_18	control_19	control_20	control_21	control_22	control_23	control_24	control_25	control_26	control_27	control_28	control_29	control_30	control_31	control_32	control_33	control_34	control_35	control_36	control_37	control_38	control_39	control_40	control_41	control_42	control_43	control_44	control_45	control_46	control_47	control_48
49	11.56050372	11.69219926	11.71712751	11.6180363208915	11.706955266738	11.561325583221	11.5781699747152	11.6995731648459	11.7072166563472	11.6020209068614	11.574502755099	11.5953639633076	11.5626347767393	11.6635548800884	11.7074713291953	11.6067778526347	11.6936097596557	11.5714357638245	11.5746118913512	11.7012512084803	11.7002946567017	11.5861206035039	11.5760174113112	11.5620105176588	11.5635938504839	11.6965641628548	11.7077194578786	11.6116335264885	11.700278806444	11.5857513436804	11.5630971033689	11.7011938232958	11.7077335797804	11.5789024455903	11.5745478311838	11.6018869530751	11.5684316690249	11.6364178782912	11.7095033494779	11.6067172890225	11.6952265553865	11.5714787107713	11.5676099004071	11.7046519956675	11.5998842864614	11.5800700697571	11.5758668904783	11.5745501195687
50	11.4682684	11.26915056	11.51739071	11.3186227824097	11.3444900261233	11.513022946617	11.3659852794453	11.3367162190887	11.4653587052229	11.4386688587487	11.4447852638323	11.4158358259737	11.3837476842825	11.3090751518685	11.5017324172714	11.3478700927601	11.2834439045186	11.4395139166386	11.4291594675221	11.4265264986965	11.4628016007697	11.4438195449634	11.4405192029662	11.4721531797502	11.4480653135576	11.2896563512027	11.5126785692277	11.378653824546	11.3381910596721	11.4758508601764	11.3802254536358	11.3421434135124	11.4718258425676	11.4668663421127	11.4439393169878	11.4290669617052	11.4060267115134	11.3847042378931	11.5073393321894	11.4125234453748	11.3274290947349	11.4403254857753	11.3902785611086	11.4425284078854	11.4506084730679	11.4438804894897	11.4376347078971	11.4311449808283
52	11.25459517	11.28675688	11.28217807	11.2802514797457	11.2855106258566	11.2738773880571	11.2714461958928	11.2862134632433	11.2852290285237	11.2742697675072	11.2711416404819	11.2760901998572	11.2637801250903	11.2854909500471	11.2849712258582	11.2719882358579	11.2860898638806	11.2730333822015	11.2714063666346	11.286086987127	11.2713585606829	11.2735040195401	11.271252881243	11.2755426503078	11.2649017789234	11.2866089735823	11.2847352072365	11.2763463619575	11.2858372928861	11.2740136054069	11.2704436397003	11.286123165592	11.2822250492224	11.2745813620842	11.2712383333583	11.2756397427	11.2670031829574	11.2832689013943	11.2847904212212	11.2739594675225	11.2861513828747	11.2715368402313	11.2712927113279	11.2856478677879	11.2712593892436	11.273225689128	11.2713482676326	11.275645026599
53	12.64499628	12.43023309	12.52544535	12.5842820960003	12.5192690441845	12.5747352616699	12.601901530642	12.4566633104014	12.5213330858768	12.5772475713797	12.6168213993751	12.5835584435193	12.6302249584945	12.4727950760997	12.522707351474	12.5972648652094	12.4501856274451	12.599842320514	12.6114093030724	12.5027288551575	12.5993496377287	12.5994713129913	12.6061909925242	12.5749263717372	12.6293919677757	12.4549488135082	12.5236223552449	12.5837488772371	12.4706929600977	12.5770571376619	12.6199507984532	12.5012585979275	12.5246929176242	12.5759440396342	12.6129652806221	12.5773842648334	12.6075649658675	12.5526606531088	12.5252203853796	12.5849642302508	12.4557874080594	12.6012703695591	12.6200322847077	12.5152277692547	12.6057726646449	12.6094596330831	12.6074417742162	12.5801333853224
54	13.24257695	13.2139171	13.1395539	13.2301552482765	13.2050916171872	13.2338716147103	13.231176881008	13.1522816742867	13.1411367376346	13.2321268153865	13.2231289013861	13.230282333718	13.2391099520232	13.2274813111569	13.1395921279866	13.2306972339843	13.2093382846099	13.2312690305386	13.2310913541191	13.1428094069585	13.172342645933	13.224394628774	13.230719905124	13.2336905846381	13.2370473281224	13.2066021594071	13.1395548232652	13.2302226682904	13.1796803995949	13.2321864808141	13.2312611867488	13.197165724538	13.1405343156004	13.233470610812	13.2306392345752	13.2320337865458	13.2379855060181	13.2276078765365	13.1395631664408	13.2312833987797	13.1628969293586	13.230904870414	13.2317486293778	13.1417668774562	13.1911528016851	13.2242632784883	13.2310555882196	13.23041340866
65	9.675759108	9.955614126	9.814483271	9.72483802713927	9.9117722794296	9.80600719127024	9.85599831737541	9.88411205754556	9.85857606302528	9.7281775795929	9.75913677578678	9.74046410817051	9.81340469955531	9.84661123430196	9.83446676492153	9.730234370366	9.94012587635544	9.84637439928131	9.81829505220609	9.87941518876885	9.85339414955734	9.74513937790309	9.78687665197668	9.79432674901117	9.72874362965969	9.93340223821227	9.82354008076344	9.72548093282651	9.89388373586837	9.7431607549369	9.83941879116869	9.88919963823176	9.85627832900908	9.76441911710029	9.77607893091424	9.73036716361654	9.81814487147962	9.80146281056665	9.82869683897133	9.72923885982943	9.92110863490161	9.78841516898787	9.81648997761612	9.86807419093242	9.78998464530873	9.75385006975882	9.80624485044242	9.7479839440031
68	12.60065019	12.61541041	12.97873309	12.6033119932126	12.6929108850639	12.6056273816501	12.6534654667923	12.670796466923	12.7280986481194	12.6045967941272	12.6519853879979	12.6055551321926	12.6308846626616	12.6139080403224	12.758954422101	12.6311419796119	12.6585328060494	12.6071201228445	12.6522803471799	12.7038983505369	12.7156341173425	12.6103763325029	12.6531027728181	12.6055818490489	12.6062179879453	12.6272248272102	12.7860115210846	12.6045567031569	12.683101252109	12.6055952231629	12.6353847038352	12.6835713540251	12.7691432796276	12.6047169319548	12.6522080672997	12.6052007519487	12.6124310554386	12.6083186663519	12.8303407935794	12.6123477542314	12.6604206630233	12.6167416197852	12.6456801648667	12.7219377872029	12.7096171814723	12.6230953892869	12.6527304585811	12.605555162414
87	13.50188959	13.47612974	13.48023494	13.4917674009203	13.4783960704269	13.500975915982	13.4947295153021	13.4766274437849	13.4788631635326	13.5002175147789	13.5006592074639	13.4991527239797	13.4997074278288	13.4789209867762	13.4792116098498	13.494485559453	13.4762484303209	13.4997391923967	13.4965106476853	13.4770289166639	13.4920417292504	13.5004685908938	13.4995630069299	13.4992620077374	13.5014565148401	13.4764045040142	13.4794715469682	13.4985444784748	13.4767200687884	13.5008257602838	13.4962247567008	13.4769450397763	13.4796925822282	13.4996743656531	13.4998922783687	13.4992165484917	13.4997261574147	13.4834422596669	13.479654988392	13.495674717428	13.4763851499096	13.4996758489895	13.4988934186244	13.478041037005	13.4958570271086	13.5004847790018	13.4977633611209	13.4992002292296
88	11.68734461	11.59519071	11.60144089	11.6660292764213	11.6000665317042	11.6773307782474	11.6525917288773	11.5960881911873	11.6008403521086	11.6731521535847	11.6454650447789	11.6742354667437	11.6735065103315	11.6065409722539	11.6011784797099	11.6575601364781	11.5975303271989	11.6705551244199	11.6476983623283	11.5984376621209	11.6091700754929	11.6489388761371	11.6502746737014	11.6766759054508	11.6720519966722	11.5958908431565	11.601326227526	11.671201304577	11.5979971604772	11.6761863157514	11.6669523614709	11.5980550848939	11.6009524495644	11.6762337892365	11.6469722574644	11.6733813493594	11.6721221303327	11.6204849703651	11.6011975964693	11.6709591426519	11.5971432236333	11.6526652962724	11.6545661469712	11.5994084727035	11.6132662802931	11.6474042172113	11.6497723976094	11.6747182442895
89	11.78200855	11.78200855	11.83344498	11.78200855	11.7882445691686	11.7950739692044	11.7864046867798	11.7900855498748	11.8057673912776	11.7934862848847	11.7849208155155	11.7857749433466	11.7851076454428	11.782599982154	11.8164971491419	11.7858704767921	11.7849208155155	11.7889037973811	11.7849360605669	11.7962109401353	11.8034030089927	11.7858206460579	11.7861197887241	11.7898107982356	11.7846959207785	11.7829877844851	11.8230673067975	11.7853172585556	11.789225798729	11.7939439696758	11.785120971034	11.789366455414	11.8089065351452	11.7901969201167	11.7849331335707	11.7891217299803	11.7855574035891	11.7844783122939	11.8251748240323	11.7908487813608	11.7852101993038	11.7879299453579	11.7850801709039	11.7972882393988	11.8024761397722	11.7854867339674	11.7853704934361	11.7894478270899
90	11.57041264	11.37077807	11.31214572	11.4607808998016	11.3623588834976	11.4249977121233	11.3633245687463	11.3626903520347	11.3600926572061	11.4313721588392	11.4516626129026	11.4590966287061	11.3642857717495	11.3829606892182	11.3579287105012	11.3806855203481	11.3659726839204	11.3662274485481	11.3886930512456	11.3601712942717	11.4413203609339	11.4327364316549	11.4460038024277	11.4402451746123	11.4333754582494	11.369616731491	11.3558624272888	11.4593966661553	11.362501161037	11.4310721213901	11.3636006022695	11.3623689176682	11.3175610257293	11.4319687553557	11.4476288716249	11.4437692628145	11.3649940752259	11.4472639262328	11.3569503587661	11.3913604385118	11.3641675200639	11.3687447136692	11.3816331608462	11.360123379149	11.441440206053	11.447663596934	11.4009585913909	11.4558254173757
105	8.551803346	8.618287732	8.683817472	8.58240201505999	8.65989852688277	8.59229610847395	8.64330658953903	8.62006576098885	8.67081037831481	8.58260832518648	8.64178267863257	8.58630230506774	8.62926141128825	8.61741986625986	8.67674423004447	8.5836719879558	8.65292490567681	8.62319806000889	8.64309362487137	8.62730532535624	8.65784816102563	8.59043979031465	8.64193236631295	8.59225172344327	8.58450933663467	8.61941676439889	8.67997105150266	8.58248334331223	8.6532228884646	8.58642728694199	8.64134379321958	8.62574856810843	8.67661865029274	8.58388458648494	8.64191144764443	8.58263567967231	8.62629689168276	8.61105927738264	8.67727200819349	8.58271109289504	8.64997942818661	8.63032570345924	8.63527830788296	8.66888462898383	8.65383257033336	8.62852532288112	8.64221926684364	8.58968480799928
106	12.2344052	12.11816134	12.25629535	12.2119503351714	12.2084801774553	12.2547780885488	12.2200619908631	12.1486757828456	12.2273875758264	12.2356863328728	12.2171974675593	12.2405925304867	12.2264697141971	12.145206957257	12.2388184830727	12.2164459770314	12.1781104639251	12.2432793014172	12.2179959547979	12.19317498728	12.2262582525352	12.2217305180109	12.2175019294371	12.2510170127601	12.2273928390966	12.1381131896814	12.2457293037952	12.2278244128092	12.1883709468306	12.2484544505502	12.2246835582582	12.1824858115723	12.2305912927855	12.247258277748	12.2172823364531	12.2369871333756	12.2389375920872	12.2119437149767	12.2436185507873	12.2293669084117	12.1654714066891	12.2298328530102	12.2201500014035	12.2248703560616	12.2230240864861	12.2174827111328	12.2178852487837	12.2477700719057
129	12.75551227	12.76007472	12.68944535	12.7571184432409	12.7052939119238	12.7312724229026	12.7187989825061	12.7451112075497	12.7034813638432	12.7352614721359	12.7457907953625	12.7419863756495	12.728672175456	12.7562425299933	12.7018761109457	12.7247131702018	12.7494700276776	12.7261018067207	12.7250952796821	12.7442335497294	12.7102958649958	12.7389891901067	12.7192521129065	12.733346019027	12.7434326918209	12.7484688780721	12.7004544455605	12.7443218440053	12.7374032130157	12.7329260037801	12.7211020718621	12.7442717626281	12.7012206756449	12.7345833403299	12.7254427097475	12.7365630210779	12.7264291284684	12.7546761274272	12.6986345276947	12.7319375062791	12.7452761054049	12.7203007708607	12.7272513484307	12.7433146256763	12.7248564298473	12.7444156547495	12.7210507311717	12.7368782121491
130	12.05679591	12.03948625	12.04929591	12.045842723102	12.0483448256567	12.0505424067264	12.055434702174	12.0468156783837	12.0491990723567	12.0459176486937	12.0494056898201	12.0501279090956	12.056576661597	12.0474373184596	12.0492860501708	12.0459956450357	12.0472328091306	12.0509738921271	12.0539646145763	12.0488524185334	12.0493888181654	12.0482908916104	12.0542423106656	12.0501480054635	12.0554260150703	12.0461050620544	12.0492949060905	12.0459110404872	12.0481528718817	12.0501345173022	12.0557131524883	12.0481224181343	12.049288002579	12.0487959588613	12.0530629705179	12.0499237802045	12.0520997338906	12.0482093924567	12.0492868463071	12.0459683337592	12.0471012501202	12.0525499837029	12.0542428807455	12.0489933606313	12.0494030694188	12.0485052842412	12.0541278626937	12.0501282152379
131	12.1666277	12.17742788	12.1967829	12.1760575425793	12.1815284274457	12.1700764513846	12.1755785456363	12.1824915665966	12.193874960449	12.1747038479042	12.1792272204576	12.1733853293134	12.1720044601546	12.1763702624038	12.1962285634012	12.1759491316573	12.1808951557835	12.1731203371304	12.1766450377248	12.1854580350716	12.1793144369027	12.1765126062036	12.1772708352323	12.1717399512928	12.1725655489997	12.1785006707871	12.196677227561	12.1754527430952	12.1816771706901	12.1726364341224	12.1745338556937	12.1822405762535	12.1967655853733	12.1735186763245	12.1778426782896	12.1740409780124	12.1726360526423	12.1744057058552	12.1966369132594	12.1758314512458	12.181557024924	12.1733574373445	12.1727047958912	12.1938645184742	12.1793075049183	12.1774451805429	12.1771095218778	12.1724303427018
132	12.31318253	12.3683684	12.34786914	12.3224475998819	12.3530520834213	12.3443374137225	12.347704159276	12.3612502390719	12.3506172803788	12.3287816822013	12.3206026795555	12.3273455432452	12.3430735818328	12.3541236274516	12.3493262802633	12.3297558907368	12.3655178699614	12.3469508349599	12.3294747077221	12.3562763848152	12.3240240469693	12.3226898277453	12.3473312127647	12.3412019772628	12.3214145612121	12.363049963811	12.3486417561892	12.3238648790184	12.3597244747785	12.3322623464281	12.3445894626602	12.3574153298471	12.3481824008025	12.3380325203648	12.3293526187444	12.3285166776834	12.344706712513	12.3537962011954	12.3482505222263	12.3293678883052	12.3623402495964	12.3473219700397	12.3358215352146	12.3537824680657	12.320804801113	12.3215741053119	12.3320132167919	12.3361173231128
133	11.89411264	11.94133643	11.66706952	11.940745108921	11.8695823488337	11.7103504440756	11.8699865685579	11.8694068039956	11.7073425087783	11.7680193778549	11.875348802905	11.8421163311996	11.8703841273915	11.9153148271795	11.675078462616	11.887697784142	11.8864499273989	11.8016485458505	11.8750098669856	11.7384393735451	11.8740117057626	11.8408917824669	11.8745573452462	11.8086520550503	11.8417687765559	11.9225181036384	11.6686622292518	11.8668036062064	11.8695410826604	11.7433321028481	11.8703589985068	11.869548665325	11.6673900371478	11.7956073472461	11.8752987764772	11.8232981001485	11.8224286360405	11.8541328027265	11.6725424415516	11.7791542532037	11.8845850898927	11.8730611332711	11.8709007508273	11.7104812655863	11.8748201934736	11.8423514947399	11.874598306095	11.8165828921853
134	12.38714758	12.27423903	12.12529108	12.3476956469477	12.2225183592047	12.2641346602962	12.3740816517723	12.2426937087546	12.172496160673	12.3173281729404	12.2239216946081	12.2646956762034	12.3861105922792	12.2722178664911	12.148209747061	12.3572847667963	12.222959237489	12.2648728278746	12.2541488737614	12.2395117078354	12.2216248052425	12.233068219669	12.3416186001324	12.2642427114176	12.3749189497864	12.2632852359044	12.1364183843572	12.3175320555974	12.2226903382869	12.2644917935464	12.3836891681752	12.241779175661	12.1273994654557	12.2694409322783	12.2476140658385	12.3071912049496	12.2718577240436	12.2666009900313	12.1263986335627	12.3422038215247	12.2262937044065	12.3150998746006	12.3571003147428	12.178923569129	12.2217150965401	12.2323653796718	12.3148400356917	12.2646045068848
135	12.7521803	12.58170112	12.44805874	12.6113295273465	12.546651881243	12.5085382871164	12.6641427619518	12.5444066025942	12.5334157222265	12.555132655129	12.5879562407663	12.5323262470326	12.7144696605057	12.5679224664075	12.5219565215592	12.6402029857255	12.5536956096354	12.5445482914891	12.6494129767591	12.541489577964	12.5537287908658	12.5817035344269	12.5981341909858	12.5179927696285	12.6791570420669	12.5719202073518	12.5120357220456	12.5681377413672	12.5462006550958	12.5193211607944	12.6738728873543	12.5450025087364	12.50162537103	12.5250677065376	12.5961664016957	12.5460682886482	12.6017443472786	12.5666593140444	12.4505645743927	12.6342696506515	12.5534904786437	12.5721875645797	12.6565634112326	12.5375001745824	12.5868115292364	12.5868960179132	12.6017165075445	12.5198175181136
136	12.90826059	12.86639294	12.61808885	12.9055198690743	12.813805225395	12.7589709204206	12.8889404196242	12.7761980778444	12.795747034984	12.7632681663817	12.8330149160206	12.7651873713649	12.9043087871044	12.8296306687365	12.7793550221744	12.889426577818	12.8245001576786	12.7644840887065	12.8561539633266	12.7821684703051	12.8279198953455	12.8110166792263	12.8379472983771	12.7641631371241	12.8883700424169	12.8472907912199	12.7644754535225	12.7693023327107	12.8061569391089	12.7591532050358	12.8979501607313	12.7876835718582	12.6423771137921	12.7638808619153	12.8350556777719	12.764871159514	12.8772211677036	12.7960336504593	12.7578944099663	12.769581472315	12.8166995272962	12.8210654305542	12.8916609382845	12.7846284712727	12.8298737448418	12.8251867297931	12.8469636662464	12.7647129458516
137	12.19956989	12.13314833	12.31592825	12.1992143162342	12.1841552703723	12.2151910350051	12.1926234999083	12.1676134149801	12.2645828157207	12.2008536808045	12.1963207321806	12.2026340357712	12.1964395931473	12.1462505939374	12.2959214653862	12.1985380352701	12.1438997856414	12.197453943617	12.1926800981507	12.1871029935822	12.2288451162816	12.1992103654525	12.1946603395514	12.205986271391	12.1994078751197	12.1427662274939	12.3081325922906	12.1995652122555	12.1711001762557	12.2039225043202	12.1926819177069	12.1709381111051	12.2914640300447	12.2027143824374	12.1946857572957	12.2021587495007	12.1969356540382	12.1691431359216	12.2978546505148	12.1989976958914	12.1659918367812	12.1959119407724	12.1948154917254	12.2567410556168	12.2145226580958	12.1982330469375	12.1927689903514	12.2029038289379
239	9.204114126	9.200495539	9.204114126	9.20220276835003	9.20119861913177	9.204114126	9.2040979583237	9.20180263733044	9.20397812267769	9.20263380574224	9.20139579626667	9.20226721809833	9.20411403634363	9.20113550117073	9.20410778168167	9.20263015970926	9.20115106948355	9.20409850348733	9.20222298696334	9.20362886286428	9.20213334285653	9.20154001905006	9.20174813625128	9.20345485734661	9.20409985152568	9.20074950411578	9.20411383004859	9.20221730265314	9.20123946917371	9.20268372118743	9.20410911451133	9.2012955902668	9.20407528165168	9.20335920836328	9.20150365521487	9.20250294932968	9.20410111799197	9.2022501326576	9.2041130587398	9.20263346406236	9.20156214172157	9.20357423961413	9.2025125090508	9.20396177043366	9.20159710936349	9.20152474600271	9.20186965395301	9.20245035304478
240	9.877958736	9.921168401	9.937569888	9.90188941976113	9.93234311624574	9.91303455360505	9.90433023555693	9.92666467686708	9.9354666435942	9.90341194398637	9.8994632174258	9.90359585381908	9.8907465251729	9.91527969304361	9.93672354589086	9.90222285686745	9.92558706781857	9.90566295573567	9.9031913451072	9.93310888173189	9.91267017407569	9.90259672748923	9.90205786227446	9.9060908728823	9.88990593074058	9.92491314181079	9.93722932131943	9.9021225338025	9.92891002550568	9.90488526400295	9.90115162442143	9.93082204621451	9.93679836537986	9.90396501014507	9.90145071100463	9.90354723922714	9.89962750294461	9.90898357610478	9.93733217230551	9.9032893258015	9.92597124482187	9.90266308468233	9.89113087602659	9.9343281161976	9.90749314720328	9.90209411982289	9.90262734825606	9.90601481739081
241	10.3563777	10.21035353	10.3660829	10.3392626687818	10.2666057631307	10.3656301693074	10.2676535331837	10.3361844429624	10.2834566089199	10.3543173135449	10.2794836046551	10.3548084180252	10.2686890742249	10.3270745469931	10.2974530198836	10.2983771059967	10.258536344458	10.3254185919315	10.2794148818827	10.2952447150836	10.2797865392139	10.3222386628077	10.2729059069649	10.3642726431977	10.3226371153984	10.2558059058171	10.3090785206044	10.3481385852612	10.2765868690709	10.3609871463089	10.2686830586018	10.2821611311726	10.3597827912249	10.3585848227683	10.2794453937599	10.3543789197616	10.3163160016057	10.3363660197221	10.3185128577821	10.3431552976022	10.3279377080119	10.2768456148945	10.2757204597042	10.2881376229343	10.2795765896415	10.2846617399492	10.2769325505806	10.3590329511701
242	9.491711524	9.484101859	9.639908922	9.48574094418112	9.53631411269913	9.58027453141408	9.50844576976818	9.57412947841846	9.5366612365179	9.52425118033397	9.51102342214388	9.53985847132233	9.49798997082556	9.51631885210395	9.53700719719976	9.49499023028948	9.50670856759492	9.54956549315615	9.50882639311854	9.56993514942867	9.51843007268372	9.52219237904237	9.50849545441285	9.5459522520681	9.5031474996772	9.5142708694062	9.53735199864215	9.50778685200307	9.55775629218993	9.55632279965323	9.50690183728847	9.56989629114703	9.61008112489311	9.5276287892888	9.50886874118979	9.53750526299122	9.50950648774815	9.52962767489938	9.5959676816487	9.51039284932501	9.50705391879925	9.53569600583564	9.50451151343832	9.55689929171892	9.51239503141034	9.51276880789965	9.50872494907602	9.5454409017115
